7499.400061, 0.006415
6664.634700, 0.006911
6955.617693, 0.006600
7434.542106, 0.006373
6762.590596, 0.006873
6440.506560, 0.007252
6150.040035, 0.007018
6564.162977, 0.007058
6897.277746, 0.006689
7196.985661, 0.006514
6258.831300, 0.007436
6680.195423, 0.007118
6215.969849, 0.007348
6737.673073, 0.006989
6552.442813, 0.006854
7708.564038, 0.006286
7708.564038, 0.006286
6953.305511, 0.006807
7041.450160, 0.006734
6702.025402, 0.006817
6882.729278, 0.006481
6507.706894, 0.007231
6902.549240, 0.006653
6739.299310, 0.006902
6014.287365, 0.007263
